pin,slack
BiasController_0/sclock_counter_cry[17]:UB,
poh_clk_0_obuft/U0/U_IOPAD:D,
poh_clk_0_obuft/U0/U_IOPAD:E,
poh_clk_0_obuft/U0/U_IOPAD:PAD,
ren_ibuf/U0/U_IOINFF:A,
ren_ibuf/U0/U_IOINFF:Y,
BiasController_0/un1_sclock_counter15_3:A,-3972
BiasController_0/un1_sclock_counter15_3:B,543
BiasController_0/un1_sclock_counter15_3:Y,-3972
pbpd_obuft[5]/U0/U_IOENFF:A,
pbpd_obuft[5]/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state[3]:ADn,
JTAG_0/next_TAP_state[3]:ALn,
JTAG_0/next_TAP_state[3]:CLK,-390
JTAG_0/next_TAP_state[3]:D,680
JTAG_0/next_TAP_state[3]:EN,
JTAG_0/next_TAP_state[3]:LAT,
JTAG_0/next_TAP_state[3]:Q,-390
JTAG_0/next_TAP_state[3]:SD,
JTAG_0/next_TAP_state[3]:SLn,
ccu25_data_0_obuft[7]/U0/U_IOENFF:A,
ccu25_data_0_obuft[7]/U0/U_IOENFF:Y,
JTAG_3/TAP_state[1]:ADn,
JTAG_3/TAP_state[1]:ALn,
JTAG_3/TAP_state[1]:CLK,640
JTAG_3/TAP_state[1]:D,-625
JTAG_3/TAP_state[1]:EN,
JTAG_3/TAP_state[1]:LAT,
JTAG_3/TAP_state[1]:Q,640
JTAG_3/TAP_state[1]:SD,
JTAG_3/TAP_state[1]:SLn,
dac_din_3_obuf/U0/U_IOENFF:A,
dac_din_3_obuf/U0/U_IOENFF:Y,
pbpd_obuft[4]/U0/U_IOENFF:A,
pbpd_obuft[4]/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state[6]:ADn,
JTAG_0/next_TAP_state[6]:ALn,
JTAG_0/next_TAP_state[6]:CLK,497
JTAG_0/next_TAP_state[6]:D,-640
JTAG_0/next_TAP_state[6]:EN,
JTAG_0/next_TAP_state[6]:LAT,
JTAG_0/next_TAP_state[6]:Q,497
JTAG_0/next_TAP_state[6]:SD,
JTAG_0/next_TAP_state[6]:SLn,
hptdc_bunch_reset_2_obuft/U0/U_IOOUTFF:A,
hptdc_bunch_reset_2_obuft/U0/U_IOOUTFF:Y,
BiasController_0/un2_sclock_counterlto12:A,-1438
BiasController_0/un2_sclock_counterlto12:B,-2809
BiasController_0/un2_sclock_counterlto12:C,-1585
BiasController_0/un2_sclock_counterlto12:D,-1703
BiasController_0/un2_sclock_counterlto12:Y,-2809
dac_sclk_3_obuf/U0/U_IOENFF:A,
dac_sclk_3_obuf/U0/U_IOENFF:Y,
DACController_0/sclock_counter[28]:ADn,
DACController_0/sclock_counter[28]:ALn,
DACController_0/sclock_counter[28]:CLK,-340
DACController_0/sclock_counter[28]:D,-210
DACController_0/sclock_counter[28]:EN,
DACController_0/sclock_counter[28]:LAT,
DACController_0/sclock_counter[28]:Q,-340
DACController_0/sclock_counter[28]:SD,
DACController_0/sclock_counter[28]:SLn,-2055
ccu25_data_0_obuft[4]/U0/U_IOOUTFF:A,
ccu25_data_0_obuft[4]/U0/U_IOOUTFF:Y,
pbpd_obuft[0]/U0/U_IOPAD:D,
pbpd_obuft[0]/U0/U_IOPAD:E,
pbpd_obuft[0]/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter_cry[30]:A,
BiasController_0/sclock_counter_cry[30]:B,-526
BiasController_0/sclock_counter_cry[30]:C,
BiasController_0/sclock_counter_cry[30]:CC,186
BiasController_0/sclock_counter_cry[30]:D,
BiasController_0/sclock_counter_cry[30]:P,-526
BiasController_0/sclock_counter_cry[30]:S,186
BiasController_0/sclock_counter_cry[30]:UB,
ccu25_data_3_obuft[5]/U0/U_IOOUTFF:A,
ccu25_data_3_obuft[5]/U0/U_IOOUTFF:Y,
hptdc_trstn_3_obuf/U0/U_IOPAD:D,
hptdc_trstn_3_obuf/U0/U_IOPAD:E,
hptdc_trstn_3_obuf/U0/U_IOPAD:PAD,
hptdc_serial_bypass_in_0_obuft/U0/U_IOOUTFF:A,
hptdc_serial_bypass_in_0_obuft/U0/U_IOOUTFF:Y,
hptdc_data_ready_3_ibuf/U0/U_IOINFF:A,
hptdc_data_ready_3_ibuf/U0/U_IOINFF:Y,
poh_clk_3_obuft/U0/U_IOPAD:D,
poh_clk_3_obuft/U0/U_IOPAD:E,
poh_clk_3_obuft/U0/U_IOPAD:PAD,
ccu25_data_3_obuft[0]/U0/U_IOENFF:A,
ccu25_data_3_obuft[0]/U0/U_IOENFF:Y,
hptdc_serial_bypass_in_0_obuft/U0/U_IOENFF:A,
hptdc_serial_bypass_in_0_obuft/U0/U_IOENFF:Y,
JTAG_1/un1_data_from_hptdc_1_sqmuxa_i_a2:A,734
JTAG_1/un1_data_from_hptdc_1_sqmuxa_i_a2:B,
JTAG_1/un1_data_from_hptdc_1_sqmuxa_i_a2:Y,734
dac_sclk_1_obuf/U0/U_IOOUTFF:A,
dac_sclk_1_obuf/U0/U_IOOUTFF:Y,
JTAG_3/tms_pad_o_6_i_a7_0:A,-1937
JTAG_3/tms_pad_o_6_i_a7_0:B,-1981
JTAG_3/tms_pad_o_6_i_a7_0:C,-2066
JTAG_3/tms_pad_o_6_i_a7_0:D,-2184
JTAG_3/tms_pad_o_6_i_a7_0:Y,-2184
DACController_0/sclock_counter[19]:ADn,
DACController_0/sclock_counter[19]:ALn,
DACController_0/sclock_counter[19]:CLK,-1845
DACController_0/sclock_counter[19]:D,-365
DACController_0/sclock_counter[19]:EN,
DACController_0/sclock_counter[19]:LAT,
DACController_0/sclock_counter[19]:Q,-1845
DACController_0/sclock_counter[19]:SD,
DACController_0/sclock_counter[19]:SLn,-2055
ccu25_data_1_obuft[2]/U0/U_IOENFF:A,
ccu25_data_1_obuft[2]/U0/U_IOENFF:Y,
dac_ldac_1_obuf/U0/U_IOPAD:D,
dac_ldac_1_obuf/U0/U_IOPAD:E,
dac_ldac_1_obuf/U0/U_IOPAD:PAD,
SYNC_bar_3_obuf/U0/U_IOPAD:D,
SYNC_bar_3_obuf/U0/U_IOPAD:E,
SYNC_bar_3_obuf/U0/U_IOPAD:PAD,
JTAG_0/tms_pad_o_RNO:A,734
JTAG_0/tms_pad_o_RNO:B,609
JTAG_0/tms_pad_o_RNO:C,-662
JTAG_0/tms_pad_o_RNO:D,-871
JTAG_0/tms_pad_o_RNO:Y,-871
ccu25_strobe_out_3_obuf/U0/U_IOPAD:D,
ccu25_strobe_out_3_obuf/U0/U_IOPAD:E,
ccu25_strobe_out_3_obuf/U0/U_IOPAD:PAD,
JTAG_2/next_TAP_state_srsts_0_a2[4]:A,
JTAG_2/next_TAP_state_srsts_0_a2[4]:B,624
JTAG_2/next_TAP_state_srsts_0_a2[4]:C,570
JTAG_2/next_TAP_state_srsts_0_a2[4]:Y,570
JTAG_3/next_TAP_state_RNO[2]:A,
JTAG_3/next_TAP_state_RNO[2]:B,636
JTAG_3/next_TAP_state_RNO[2]:C,570
JTAG_3/next_TAP_state_RNO[2]:Y,570
hptdc_tms_1_obuf/U0/U_IOENFF:A,
hptdc_tms_1_obuf/U0/U_IOENFF:Y,
JTAG_1/loop_counter[2]:ADn,
JTAG_1/loop_counter[2]:ALn,
JTAG_1/loop_counter[2]:CLK,-2066
JTAG_1/loop_counter[2]:D,-2184
JTAG_1/loop_counter[2]:EN,
JTAG_1/loop_counter[2]:LAT,
JTAG_1/loop_counter[2]:Q,-2066
JTAG_1/loop_counter[2]:SD,
JTAG_1/loop_counter[2]:SLn,
hptdc_tdo_3_obuf/U0/U_IOENFF:A,
hptdc_tdo_3_obuf/U0/U_IOENFF:Y,
DIN_0_obuf/U0/U_IOPAD:D,
DIN_0_obuf/U0/U_IOPAD:E,
DIN_0_obuf/U0/U_IOPAD:PAD,
hptdc_bunch_reset_3_obuft/U0/U_IOOUTFF:A,
hptdc_bunch_reset_3_obuft/U0/U_IOOUTFF:Y,
JTAG_1/ir_loop_RNO:A,
JTAG_1/ir_loop_RNO:B,508
JTAG_1/ir_loop_RNO:C,455
JTAG_1/ir_loop_RNO:Y,455
hptdc_tck_2_obuf/U0/U_IOOUTFF:A,
hptdc_tck_2_obuf/U0/U_IOOUTFF:Y,
clk_ibuf_RNIVTI2/U0_RGB1:An,
clk_ibuf_RNIVTI2/U0_RGB1:ENn,
clk_ibuf_RNIVTI2/U0_RGB1:YL,
JTAG_1/TAP_state_RNO[3]:A,734
JTAG_1/TAP_state_RNO[3]:B,628
JTAG_1/TAP_state_RNO[3]:C,546
JTAG_1/TAP_state_RNO[3]:D,-645
JTAG_1/TAP_state_RNO[3]:Y,-645
ccu25_data_2_obuft[3]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[3]/U0/U_IOOUTFF:Y,
DIN_0_obuf/U0/U_IOOUTFF:A,
DIN_0_obuf/U0/U_IOOUTFF:Y,
ccu25_data_0_obuft[3]/U0/U_IOOUTFF:A,
ccu25_data_0_obuft[3]/U0/U_IOOUTFF:Y,
ccu25_data_3_obuft[2]/U0/U_IOENFF:A,
ccu25_data_3_obuft[2]/U0/U_IOENFF:Y,
hptdc_tdo_2_obuf/U0/U_IOENFF:A,
hptdc_tdo_2_obuf/U0/U_IOENFF:Y,
hptdc_trstn_3_obuf/U0/U_IOOUTFF:A,
hptdc_trstn_3_obuf/U0/U_IOOUTFF:Y,
hptdc_token_in_2_obuf/U0/U_IOENFF:A,
hptdc_token_in_2_obuf/U0/U_IOENFF:Y,
ccu25_data_3_obuft[1]/U0/U_IOENFF:A,
ccu25_data_3_obuft[1]/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state_srsts_0_a2[10]:A,742
JTAG_1/next_TAP_state_srsts_0_a2[10]:B,
JTAG_1/next_TAP_state_srsts_0_a2[10]:Y,742
JTAG_1/next_TAP_state_srsts_0_a2[2]:A,
JTAG_1/next_TAP_state_srsts_0_a2[2]:B,636
JTAG_1/next_TAP_state_srsts_0_a2[2]:C,570
JTAG_1/next_TAP_state_srsts_0_a2[2]:Y,570
JTAG_1/TAP_state[2]:ADn,
JTAG_1/TAP_state[2]:ALn,
JTAG_1/TAP_state[2]:CLK,-614
JTAG_1/TAP_state[2]:D,-513
JTAG_1/TAP_state[2]:EN,
JTAG_1/TAP_state[2]:LAT,
JTAG_1/TAP_state[2]:Q,-614
JTAG_1/TAP_state[2]:SD,
JTAG_1/TAP_state[2]:SLn,
BiasController_0/sclock_counter_cry[25]:A,
BiasController_0/sclock_counter_cry[25]:B,-342
BiasController_0/sclock_counter_cry[25]:C,
BiasController_0/sclock_counter_cry[25]:CC,-250
BiasController_0/sclock_counter_cry[25]:D,
BiasController_0/sclock_counter_cry[25]:P,-342
BiasController_0/sclock_counter_cry[25]:S,-250
BiasController_0/sclock_counter_cry[25]:UB,
JTAG_3/loop_counter[0]:ADn,
JTAG_3/loop_counter[0]:ALn,
JTAG_3/loop_counter[0]:CLK,-1937
JTAG_3/loop_counter[0]:D,-1916
JTAG_3/loop_counter[0]:EN,
JTAG_3/loop_counter[0]:LAT,
JTAG_3/loop_counter[0]:Q,-1937
JTAG_3/loop_counter[0]:SD,
JTAG_3/loop_counter[0]:SLn,
hptdc_encode_control_2_obuft/U0/U_IOOUTFF:A,
hptdc_encode_control_2_obuft/U0/U_IOOUTFF:Y,
hptdc_get_data_0_obuf/U0/U_IOOUTFF:A,
hptdc_get_data_0_obuf/U0/U_IOOUTFF:Y,
DACController_0/un2_sclock_counterlto14:A,-539
DACController_0/un2_sclock_counterlto14:B,-589
DACController_0/un2_sclock_counterlto14:C,-1845
DACController_0/un2_sclock_counterlto14:D,-2055
DACController_0/un2_sclock_counterlto14:Y,-2055
ccu25_strobe_out_1_obuf/U0/U_IOENFF:A,
ccu25_strobe_out_1_obuf/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state[2]:ADn,
JTAG_0/next_TAP_state[2]:ALn,
JTAG_0/next_TAP_state[2]:CLK,-471
JTAG_0/next_TAP_state[2]:D,570
JTAG_0/next_TAP_state[2]:EN,
JTAG_0/next_TAP_state[2]:LAT,
JTAG_0/next_TAP_state[2]:Q,-471
JTAG_0/next_TAP_state[2]:SD,
JTAG_0/next_TAP_state[2]:SLn,
dac_din_2_obuf/U0/U_IOPAD:D,
dac_din_2_obuf/U0/U_IOPAD:E,
dac_din_2_obuf/U0/U_IOPAD:PAD,
hptdc_token_bypass_in_2_obuft/U0/U_IOOUTFF:A,
hptdc_token_bypass_in_2_obuft/U0/U_IOOUTFF:Y,
ccu25_data_3_obuft[2]/U0/U_IOPAD:D,
ccu25_data_3_obuft[2]/U0/U_IOPAD:E,
ccu25_data_3_obuft[2]/U0/U_IOPAD:PAD,
JTAG_2/next_TAP_state_srsts_i_o2[6]:A,-558
JTAG_2/next_TAP_state_srsts_i_o2[6]:B,-622
JTAG_2/next_TAP_state_srsts_i_o2[6]:C,-717
JTAG_2/next_TAP_state_srsts_i_o2[6]:Y,-717
DACController_0/un2_sclock_counterlto9:A,-1790
DACController_0/un2_sclock_counterlto9:B,-1840
DACController_0/un2_sclock_counterlto9:C,-1937
DACController_0/un2_sclock_counterlto9:D,-2055
DACController_0/un2_sclock_counterlto9:Y,-2055
ccu25_data_2_obuft[5]/U0/U_IOENFF:A,
ccu25_data_2_obuft[5]/U0/U_IOENFF:Y,
LDAC_bar_4_obuf/U0/U_IOENFF:A,
LDAC_bar_4_obuf/U0/U_IOENFF:Y,
ccu25_data_0_obuft[7]/U0/U_IOPAD:D,
ccu25_data_0_obuft[7]/U0/U_IOPAD:E,
ccu25_data_0_obuft[7]/U0/U_IOPAD:PAD,
hptdc_tms_1_obuf/U0/U_IOOUTFF:A,
hptdc_tms_1_obuf/U0/U_IOOUTFF:Y,
JTAG_0/un14_a2[2]:A,672
JTAG_0/un14_a2[2]:B,-513
JTAG_0/un14_a2[2]:C,585
JTAG_0/un14_a2[2]:Y,-513
SClock_5_obuf/U0/U_IOOUTFF:A,
SClock_5_obuf/U0/U_IOOUTFF:Y,
hptdc_bunch_reset_3_obuft/U0/U_IOENFF:A,
hptdc_bunch_reset_3_obuft/U0/U_IOENFF:Y,
SClock_1_obuf/U0/U_IOPAD:D,
SClock_1_obuf/U0/U_IOPAD:E,
SClock_1_obuf/U0/U_IOPAD:PAD,
hptdc_trigger_3_obuft/U0/U_IOENFF:A,
hptdc_trigger_3_obuft/U0/U_IOENFF:Y,
dac_sclk_0_obuf/U0/U_IOPAD:D,
dac_sclk_0_obuf/U0/U_IOPAD:E,
dac_sclk_0_obuf/U0/U_IOPAD:PAD,
SYNC_bar_0_obuf/U0/U_IOENFF:A,
SYNC_bar_0_obuf/U0/U_IOENFF:Y,
pbpd_obuft[3]/U0/U_IOENFF:A,
pbpd_obuft[3]/U0/U_IOENFF:Y,
hptdc_tck_3_obuf/U0/U_IOENFF:A,
hptdc_tck_3_obuf/U0/U_IOENFF:Y,
dac_din_2_obuf/U0/U_IOOUTFF:A,
dac_din_2_obuf/U0/U_IOOUTFF:Y,
dac_sync_0_obuf/U0/U_IOOUTFF:A,
dac_sync_0_obuf/U0/U_IOOUTFF:Y,
hptdc_event_reset_1_obuft/U0/U_IOPAD:D,
hptdc_event_reset_1_obuft/U0/U_IOPAD:E,
hptdc_event_reset_1_obuft/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter_cry[18]:A,
BiasController_0/sclock_counter_cry[18]:B,478
BiasController_0/sclock_counter_cry[18]:C,
BiasController_0/sclock_counter_cry[18]:CC,-457
BiasController_0/sclock_counter_cry[18]:D,
BiasController_0/sclock_counter_cry[18]:P,
BiasController_0/sclock_counter_cry[18]:S,-457
BiasController_0/sclock_counter_cry[18]:UB,
JTAG_1/TAP_state_RNO[0]:A,719
JTAG_1/TAP_state_RNO[0]:B,-440
JTAG_1/TAP_state_RNO[0]:C,536
JTAG_1/TAP_state_RNO[0]:D,497
JTAG_1/TAP_state_RNO[0]:Y,-440
hptdc_tck_1_obuf/U0/U_IOOUTFF:A,
hptdc_tck_1_obuf/U0/U_IOOUTFF:Y,
JTAG_2/next_TAP_state[10]:ADn,
JTAG_2/next_TAP_state[10]:ALn,
JTAG_2/next_TAP_state[10]:CLK,-676
JTAG_2/next_TAP_state[10]:D,742
JTAG_2/next_TAP_state[10]:EN,
JTAG_2/next_TAP_state[10]:LAT,
JTAG_2/next_TAP_state[10]:Q,-676
JTAG_2/next_TAP_state[10]:SD,
JTAG_2/next_TAP_state[10]:SLn,
dac_ldac_1_obuf/U0/U_IOENFF:A,
dac_ldac_1_obuf/U0/U_IOENFF:Y,
ccu25_data_1_obuft[1]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[1]/U0/U_IOOUTFF:Y,
ccu25_data_3_obuft[3]/U0/U_IOOUTFF:A,
ccu25_data_3_obuft[3]/U0/U_IOOUTFF:Y,
pbpd_obuft[2]/U0/U_IOPAD:D,
pbpd_obuft[2]/U0/U_IOPAD:E,
pbpd_obuft[2]/U0/U_IOPAD:PAD,
hptdc_serial_bypass_in_2_obuft/U0/U_IOPAD:D,
hptdc_serial_bypass_in_2_obuft/U0/U_IOPAD:E,
hptdc_serial_bypass_in_2_obuft/U0/U_IOPAD:PAD,
ccu25_data_0_obuft[6]/U0/U_IOPAD:D,
ccu25_data_0_obuft[6]/U0/U_IOPAD:E,
ccu25_data_0_obuft[6]/U0/U_IOPAD:PAD,
JTAG_2/un14_i_a2_1[3]:A,-595
JTAG_2/un14_i_a2_1[3]:B,-645
JTAG_2/un14_i_a2_1[3]:Y,-645
JTAG_2/loop_counter[2]:ADn,
JTAG_2/loop_counter[2]:ALn,
JTAG_2/loop_counter[2]:CLK,-2066
JTAG_2/loop_counter[2]:D,-2184
JTAG_2/loop_counter[2]:EN,
JTAG_2/loop_counter[2]:LAT,
JTAG_2/loop_counter[2]:Q,-2066
JTAG_2/loop_counter[2]:SD,
JTAG_2/loop_counter[2]:SLn,
JTAG_3/next_TAP_state[3]:ADn,
JTAG_3/next_TAP_state[3]:ALn,
JTAG_3/next_TAP_state[3]:CLK,-390
JTAG_3/next_TAP_state[3]:D,680
JTAG_3/next_TAP_state[3]:EN,
JTAG_3/next_TAP_state[3]:LAT,
JTAG_3/next_TAP_state[3]:Q,-390
JTAG_3/next_TAP_state[3]:SD,
JTAG_3/next_TAP_state[3]:SLn,
hptdc_get_data_2_obuf/U0/U_IOOUTFF:A,
hptdc_get_data_2_obuf/U0/U_IOOUTFF:Y,
ccu25_data_3_obuft[4]/U0/U_IOOUTFF:A,
ccu25_data_3_obuft[4]/U0/U_IOOUTFF:Y,
BiasController_0/sclock_counter_cry[21]:A,
BiasController_0/sclock_counter_cry[21]:B,478
BiasController_0/sclock_counter_cry[21]:C,
BiasController_0/sclock_counter_cry[21]:CC,-414
BiasController_0/sclock_counter_cry[21]:D,
BiasController_0/sclock_counter_cry[21]:P,
BiasController_0/sclock_counter_cry[21]:S,-414
BiasController_0/sclock_counter_cry[21]:UB,
JTAG_3/loop_counter[1]:ADn,
JTAG_3/loop_counter[1]:ALn,
JTAG_3/loop_counter[1]:CLK,-2184
JTAG_3/loop_counter[1]:D,-2184
JTAG_3/loop_counter[1]:EN,
JTAG_3/loop_counter[1]:LAT,
JTAG_3/loop_counter[1]:Q,-2184
JTAG_3/loop_counter[1]:SD,
JTAG_3/loop_counter[1]:SLn,
JTAG_2/un19:A,-605
JTAG_2/un19:B,-676
JTAG_2/un19:C,-1886
JTAG_2/un19:D,-2184
JTAG_2/un19:Y,-2184
JTAG_3/next_TAP_state[6]:ADn,
JTAG_3/next_TAP_state[6]:ALn,
JTAG_3/next_TAP_state[6]:CLK,497
JTAG_3/next_TAP_state[6]:D,-640
JTAG_3/next_TAP_state[6]:EN,
JTAG_3/next_TAP_state[6]:LAT,
JTAG_3/next_TAP_state[6]:Q,497
JTAG_3/next_TAP_state[6]:SD,
JTAG_3/next_TAP_state[6]:SLn,
ccu25_data_1_obuft[6]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[6]/U0/U_IOOUTFF:Y,
DACController_0/sclock_counter_cry[20]:A,
DACController_0/sclock_counter_cry[20]:B,478
DACController_0/sclock_counter_cry[20]:C,
DACController_0/sclock_counter_cry[20]:CC,-486
DACController_0/sclock_counter_cry[20]:D,
DACController_0/sclock_counter_cry[20]:P,
DACController_0/sclock_counter_cry[20]:S,-486
DACController_0/sclock_counter_cry[20]:UB,
hptdc_event_reset_3_obuft/U0/U_IOENFF:A,
hptdc_event_reset_3_obuft/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state[3]:ADn,
JTAG_1/next_TAP_state[3]:ALn,
JTAG_1/next_TAP_state[3]:CLK,-390
JTAG_1/next_TAP_state[3]:D,680
JTAG_1/next_TAP_state[3]:EN,
JTAG_1/next_TAP_state[3]:LAT,
JTAG_1/next_TAP_state[3]:Q,-390
JTAG_1/next_TAP_state[3]:SD,
JTAG_1/next_TAP_state[3]:SLn,
hptdc_tms_3_obuf/U0/U_IOENFF:A,
hptdc_tms_3_obuf/U0/U_IOENFF:Y,
JTAG_3/tms_pad_o_6_i_1:A,-518
JTAG_3/tms_pad_o_6_i_1:B,-562
JTAG_3/tms_pad_o_6_i_1:C,-638
JTAG_3/tms_pad_o_6_i_1:Y,-638
ccu25_data_1_obuft[6]/U0/U_IOPAD:D,
ccu25_data_1_obuft[6]/U0/U_IOPAD:E,
ccu25_data_1_obuft[6]/U0/U_IOPAD:PAD,
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:D,
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:E,
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:PAD,
BiasController_0/un2_sclock_counter_1lto14:A,-1520
BiasController_0/un2_sclock_counter_1lto14:B,-3972
BiasController_0/un2_sclock_counter_1lto14:C,-1664
BiasController_0/un2_sclock_counter_1lto14:D,-1774
BiasController_0/un2_sclock_counter_1lto14:Y,-3972
pbpd_obuft[5]/U0/U_IOOUTFF:A,
pbpd_obuft[5]/U0/U_IOOUTFF:Y,
DIN_2_obuf/U0/U_IOOUTFF:A,
DIN_2_obuf/U0/U_IOOUTFF:Y,
JTAG_1/next_TAP_state[6]:ADn,
JTAG_1/next_TAP_state[6]:ALn,
JTAG_1/next_TAP_state[6]:CLK,497
JTAG_1/next_TAP_state[6]:D,-640
JTAG_1/next_TAP_state[6]:EN,
JTAG_1/next_TAP_state[6]:LAT,
JTAG_1/next_TAP_state[6]:Q,497
JTAG_1/next_TAP_state[6]:SD,
JTAG_1/next_TAP_state[6]:SLn,
hptdc_encode_control_1_obuft/U0/U_IOPAD:D,
hptdc_encode_control_1_obuft/U0/U_IOPAD:E,
hptdc_encode_control_1_obuft/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[16]:ADn,
DACController_0/sclock_counter[16]:ALn,
DACController_0/sclock_counter[16]:CLK,434
DACController_0/sclock_counter[16]:D,-420
DACController_0/sclock_counter[16]:EN,
DACController_0/sclock_counter[16]:LAT,
DACController_0/sclock_counter[16]:Q,434
DACController_0/sclock_counter[16]:SD,
DACController_0/sclock_counter[16]:SLn,-2055
hptdc_tms_0_obuf/U0/U_IOOUTFF:A,
hptdc_tms_0_obuf/U0/U_IOOUTFF:Y,
hptdc_trstn_0_obuf/U0/U_IOOUTFF:A,
hptdc_trstn_0_obuf/U0/U_IOOUTFF:Y,
ccu25_data_2_obuft[7]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[7]/U0/U_IOOUTFF:Y,
JTAG_3/un14_i_a2_0[0]:A,-390
JTAG_3/un14_i_a2_0[0]:B,-440
JTAG_3/un14_i_a2_0[0]:Y,-440
poh_clk_1_obuft/U0/U_IOOUTFF:A,
poh_clk_1_obuft/U0/U_IOOUTFF:Y,
JTAG_0/TAP_state[1]:ADn,
JTAG_0/TAP_state[1]:ALn,
JTAG_0/TAP_state[1]:CLK,640
JTAG_0/TAP_state[1]:D,-625
JTAG_0/TAP_state[1]:EN,
JTAG_0/TAP_state[1]:LAT,
JTAG_0/TAP_state[1]:Q,640
JTAG_0/TAP_state[1]:SD,
JTAG_0/TAP_state[1]:SLn,
JTAG_3/tdo_pad_o_1:A,750
JTAG_3/tdo_pad_o_1:B,640
JTAG_3/tdo_pad_o_1:C,593
JTAG_3/tdo_pad_o_1:D,-614
JTAG_3/tdo_pad_o_1:Y,-614
JTAG_1/next_TAP_state[10]:ADn,
JTAG_1/next_TAP_state[10]:ALn,
JTAG_1/next_TAP_state[10]:CLK,-676
JTAG_1/next_TAP_state[10]:D,742
JTAG_1/next_TAP_state[10]:EN,
JTAG_1/next_TAP_state[10]:LAT,
JTAG_1/next_TAP_state[10]:Q,-676
JTAG_1/next_TAP_state[10]:SD,
JTAG_1/next_TAP_state[10]:SLn,
JTAG_2/next_TAP_state_RNO[6]:A,
JTAG_2/next_TAP_state_RNO[6]:B,621
JTAG_2/next_TAP_state_RNO[6]:C,-640
JTAG_2/next_TAP_state_RNO[6]:Y,-640
hptdc_token_out_2_ibuf/U0/U_IOINFF:A,
hptdc_token_out_2_ibuf/U0/U_IOINFF:Y,
DIN_2_obuf/U0/U_IOPAD:D,
DIN_2_obuf/U0/U_IOPAD:E,
DIN_2_obuf/U0/U_IOPAD:PAD,
DACController_0/sclock_counter_cry[18]:A,
DACController_0/sclock_counter_cry[18]:B,478
DACController_0/sclock_counter_cry[18]:C,
DACController_0/sclock_counter_cry[18]:CC,-457
DACController_0/sclock_counter_cry[18]:D,
DACController_0/sclock_counter_cry[18]:P,
DACController_0/sclock_counter_cry[18]:S,-457
DACController_0/sclock_counter_cry[18]:UB,
ccu25_data_0_obuft[0]/U0/U_IOPAD:D,
ccu25_data_0_obuft[0]/U0/U_IOPAD:E,
ccu25_data_0_obuft[0]/U0/U_IOPAD:PAD,
JTAG_3/next_TAP_state_RNO[5]:A,-384
JTAG_3/next_TAP_state_RNO[5]:B,
JTAG_3/next_TAP_state_RNO[5]:Y,-384
DACController_0/sclock_counter_cry[26]:A,
DACController_0/sclock_counter_cry[26]:B,486
DACController_0/sclock_counter_cry[26]:C,
DACController_0/sclock_counter_cry[26]:CC,-349
DACController_0/sclock_counter_cry[26]:D,
DACController_0/sclock_counter_cry[26]:P,
DACController_0/sclock_counter_cry[26]:S,-349
DACController_0/sclock_counter_cry[26]:UB,
hptdc_trigger_2_obuft/U0/U_IOENFF:A,
hptdc_trigger_2_obuft/U0/U_IOENFF:Y,
hptdc_trigger_2_obuft/U0/U_IOOUTFF:A,
hptdc_trigger_2_obuft/U0/U_IOOUTFF:Y,
hptdc_event_reset_3_obuft/U0/U_IOOUTFF:A,
hptdc_event_reset_3_obuft/U0/U_IOOUTFF:Y,
JTAG_3/TAP_state[0]:ADn,
JTAG_3/TAP_state[0]:ALn,
JTAG_3/TAP_state[0]:CLK,-564
JTAG_3/TAP_state[0]:D,-440
JTAG_3/TAP_state[0]:EN,
JTAG_3/TAP_state[0]:LAT,
JTAG_3/TAP_state[0]:Q,-564
JTAG_3/TAP_state[0]:SD,
JTAG_3/TAP_state[0]:SLn,
ccu25_data_1_obuft[4]/U0/U_IOENFF:A,
ccu25_data_1_obuft[4]/U0/U_IOENFF:Y,
BiasController_0/sclock_counter_s_800:A,
BiasController_0/sclock_counter_s_800:B,-475
BiasController_0/sclock_counter_s_800:C,
BiasController_0/sclock_counter_s_800:CC,
BiasController_0/sclock_counter_s_800:D,
BiasController_0/sclock_counter_s_800:P,-475
BiasController_0/sclock_counter_s_800:UB,
DACController_0/sclock_counter[20]:ADn,
DACController_0/sclock_counter[20]:ALn,
DACController_0/sclock_counter[20]:CLK,-1748
DACController_0/sclock_counter[20]:D,-486
DACController_0/sclock_counter[20]:EN,
DACController_0/sclock_counter[20]:LAT,
DACController_0/sclock_counter[20]:Q,-1748
DACController_0/sclock_counter[20]:SD,
